id,SupplierReply,sentiment_scores
rev-6507b680-6faf-44bc-a978-1e5d0e82d8d9,"Bonjour, nous sommes heureux d'avoir pu trouver une solution ensemble. La Redoute vous renouvelle ses excuses. À bientôt, Soukaina de l'équipe  Service Client.",0.0516
rev-c957f1c4-cb7f-4580-8f9c-d00261d14cea,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. La  Redoute ayant à cœur de répondre au mieux aux attentes de ses clients,  nous ferons remonter votre commentaire afin d'améliorer nos services. Zineb de l'équipe Service Client.",0.0
rev-09613d3e-573e-4063-9259-56497a8cd84b,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. La Redoute ayant à cœur de répondre au mieux aux attentes de ses clients, nous ferons remonter votre commentaire afin d'améliorer nos services. Nous nous excusons de nouveau pour ce désagrément. Ilham de l'équipe Service Client",0.0
rev-fe036007-8472-424a-9bc6-513d3e4c5b9a,"Bonjour,  ravi d'avoir pu vous joindre et sommes désolés pour le désagrément rencontré. Vos remarques nous aident à nous améliorer ! Zineb de  l'équipe Service Client.",-0.3382
rev-094175be-bc43-4606-a0b1-3cd86e968c47,"Bonjour, merci d'avoir pris le temps de partager votre avis, et sommes désolés pour cette mauvaise expérience. Vos remarques ont été partagées, prises en compte par l'équipe et nous aident à nous améliorer ! A très vite. Ilham de l'équipe Service Client.",0.0
rev-42e064b0-0b4c-401c-a825-3863f0b6caf7,"Bonjour, merci d'avoir pris le temps de partager votre avis, et sommes désolés pour le désagrément causé par notre transporteur. Vos remarques nous aident à nous améliorer ! Ilham de l'équipe Service Client.",0.0
rev-57a3a253-74ba-415a-8e8b-2ab90c2382ea,"Bonjour, nous sommes heureux d'avoir pu trouver une solution ensemble. La Redoute vous renouvelle ses excuses. A bientôt, Ilham de l'équipe Service Client.",0.0516
rev-17bae46c-30dc-4599-a87e-ddb4c07e2d03,"Bonjour, merci d'avoir pris le temps de partager votre avis. Vos remarques nous aident à nous améliorer ! Loubna de l'équipe Service Client.",0.0
rev-1ca88dec-4544-4d79-94b2-17cbf9d1a6eb,"Bonjour,  ravi d'avoir pu vous joindre et sommes désolés pour le désagrément rencontré. Vos remarques nous aident à nous améliorer ! Zineb de  l'équipe Service Client.",-0.3382
rev-bfaf4034-9c47-4683-999f-eb44f725c3b7,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. Nous sommes très attentifs d’assurer la satisfaction de nos clients, et nous nous excusons pour la manière dont nous aurions pu vous décevoir. Nous prenons cette remarque au sérieux afin que nous puissions améliorer notre service. Loubna de l'équipe Service Client.",0.5739
rev-5052ed68-9056-4801-af78-88993d5ce2c7,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.

",0.4404
rev-a74fc64d-02b6-48dc-8125-8d07f5fa2e14,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante: https://www.laredoute.fr/espace-contact-conseiller.aspx. Loubna de l’équipe Service Client.",0.4404
rev-4c4ff1c0-48e3-4283-9b45-360a1099e64d,"Bonjour, merci d'avoir pris le temps de partager votre avis. Vos remarques ont été partagées, prises en compte par l'équipe et nous aident à nous améliorer ! Nous vous remercions et restons à votre disposition. A très vite ! Ilham de l'équipe Service Client.",0.0
rev-8db6862d-0eb7-496b-8d1a-4d1cf87b5d72,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante: https://www.laredoute.fr/espace-contact-conseiller.aspx. Loubna de l’équipe Service Client.",0.4404
rev-89ce65ea-9e69-41c6-b04a-a4966c1ee50a,"Bonjour, merci d'avoir pris le temps de partager votre avis, et sommes désolés pour le désagrément causé par notre transporteur. Vos remarques nous aident à nous améliorer ! Soukaina de l'équipe Service Client.",0.0
rev-6f579f83-ee15-4a2e-8faf-5533901fa7b9,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. La Redoute ayant à cœur de répondre au mieux aux attentes de ses clients, nous ferons remonter votre commentaire afin d'améliorer nos services. Soukaina de l'équipe Service Client",0.0
rev-ebc26d11-92d5-4387-bd6e-c1c7fef58bb1,"Bonjour, merci pour vos encouragements. Vos remarques ont été partagées, prises en compte par l'équipe et nous aident à nous améliorer ! Nous vous remercions et restons à votre disposition. A très vite ! Ilham de l'équipe Service Client",0.5696
rev-459afd98-4bc9-4ce1-babc-59a57260f087,"Bonjour, ravi d'avoir pu vous joindre et sommes désolés pour le désagrément rencontré. Vos remarques nous aident à nous améliorer ! Soukaina de  l'équipe Service Client.",-0.3382
rev-199125c2-8245-42dc-96d9-f8a7e09594ce,"Bonjour, merci d'avoir pris le temps de partager votre avis. Vos remarques ont été partagées, prises en compte par l'équipe et nous aident à nous améliorer ! Nous vous remercions et restons à votre disposition. A très vite ! Ilham de l'équipe Service Client",0.0
rev-d9f17c87-cecc-4e1c-8cb6-494661aa173a,"Bonjour, nous sommes heureux d'avoir pu trouver une solution ensemble. La Redoute vous renouvelle ses
excuses. A bientôt, Ilham de l'équipe Service Client.",0.0516
rev-7f37736e-46a6-43e2-96e5-b30faec5164f,"Bonjour,  nous vous présentons nos excuses pour ce désagrément. Nous avons essayé  de vous appeler et nous vous recontacterons pour trouver une solution  ensemble. Bonne journée, Zineb de l’équipe Service Client.",0.3182
rev-60502df6-470e-40bf-bdad-670e5699d5e2,"Bonjour, ravie d'avoir pu vous joindre pour échanger. Nous nous excusons de nouveau pour ce désagrément. A très bientôt à La Redoute ! Ilham de l'équipe Service Client.",-0.3382
rev-b77b2e07-208b-404b-8f34-f4f42d34debc,"Bonjour, merci d'avoir pris le temps de partager votre avis, et sommes désolés pour le retard causé par notre transporteur. Vos remarques nous aident à nous améliorer ! Loubna de l'équipe Service Client.",-0.5707
rev-5c33c76b-95eb-4fb4-9d4c-3f60ba361338,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.

",0.4404
rev-d93fa43d-d4e5-4e66-8c62-0ad5059b3a98,"Bonjour, nous sommes navrés que nos services ne vous aient pas donné entière satisfaction. Après vérification, j'ai constaté que votre commande est livrée le 23/08/2023. Bonne journée, Soukaina de l'équipe Service Client.",0.4404
rev-64eafa72-2848-4e22-89ec-c1049de151e3,"Bonjour, nous avons essayé de vous contacter. Pourriez-vous revenir vers nous via la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante :
https://www.laredoute.fr/espace-contact-conseiller.aspx 
Nos équipes restent mobilisées pour vous apporter une solution. A très vite, Ilham de l’équipe Service Client.",0.3182
rev-0f9990de-e871-469a-9a54-280aa902764b,"Bonjour, nous sommes heureux d'avoir pu trouver une solution ensemble. La Redoute vous renouvelle ses excuses. A bientôt, Ilham de l'équipe Service Client",0.0516
rev-acc7a73c-ae03-43bc-b083-81ed855bda15,"Bonjour, merci pour vos encouragements. Vos remarques ont été partagées, prises en compte par l'équipe et nous aident à nous améliorer ! Nous vous remercions et restons à votre disposition. A très vite ! Ilham de l'équipe Service Client",0.5696
rev-65743059-f7b1-46d6-bef2-b3f906daa762,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante :
https://www.laredoute.fr/espace-contact-conseiller.aspx
Ilham de l’équipe Service Clien",0.4404
rev-844343f3-0ffc-409b-b63a-bddcc56cc4fd,"Bonjour, nous avons essayé de vous contacter. Pourriez-vous revenir vers nous via la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante :
https://www.laredoute.fr/espace-contact-conseiller.aspx Nos équipes restent mobilisées pour vous apporter une solution. A très vite, Ilham de l’équipe Service Client.",0.3182
rev-5c025eb9-e737-4962-a257-fd5627b92fe5,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.",0.4404
rev-eecb4771-12cc-49ae-a936-5af62737aff0,"Bonjour,  ravi d'avoir pu vous joindre et sommes désolés pour le désagrément rencontré. Vos remarques nous aident à nous améliorer ! Zineb de  l'équipe Service Client.",-0.3382
rev-31668784-3a0b-40dc-a149-50ef74fbb386,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. La Redoute ayant à cœur de répondre au mieux aux attentes de ses clients, nous ferons remonter votre commentaire afin d'améliorer nos services. Nous nous excusons de nouveau pour ce désagrément. Ilham de l'équipe Service Client.


",0.0
rev-a6a5030f-fccf-44bb-9e2a-e586fc96e017,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante: https://www.laredoute.fr/espace-contact-conseiller.aspx. Loubna de l’équipe Service Client.",0.4404
rev-46468cf7-92c9-4394-96f2-03181e7d2fcb,"Bonjour, ravi d'avoir pu vous joindre pour échanger. Nous nous excusons de nouveau pour ce désagrément. A très bientôt à La Redoute ! Ilham de l'équipe Service Client.",-0.3382
rev-5ef061c7-b5f8-4765-be43-14a16be5358f,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante: https://www.laredoute.fr/espace-contact-conseiller.aspx. Loubna de l’équipe Service Client.",0.4404
rev-af014ff3-9c71-4e98-89ab-44741471b1db,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. La Redoute ayant à cœur de répondre au mieux aux attentes de ses clients, nous ferons remonter votre commentaire afin d'améliorer nos services. Nous nous excusons de nouveau pour ce désagrément. Ilham de l'équipe Service Client.",0.0
rev-bb9b9bfa-48ee-4c35-a923-5459912a5058,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.",0.4404
rev-30782fa3-0173-4106-995b-01afeb4b16e7,"Bonjour, nous sommes navrés que nos services ne vous aient pas donné entière satisfaction. Une demande a bien été remontée à notre service expert qui reprendra contact avec vous dans les meilleurs délais. Bonne journée, Zineb de l'équipe Service Client.",0.4404
rev-6d66eb15-dba5-4704-a81b-633181077ad3,"Bonjour, nous avons essayé de vous contacter. Pourriez-vous revenir vers nous via la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx
Nos équipes restent mobilisées pour vous apporter une solution. A très vite, llham de l’équipe Service Client",0.3182
rev-a580dbf0-6ef2-4ee9-b79a-b6d0d7d3ee53,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.

",0.4404
rev-f6464d89-8396-4870-a1d8-cf552a58b78b,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.

",0.4404
rev-8381a972-fb03-4dc2-9b4b-ae4497b28630,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.",0.4404
rev-99a1ebae-4528-479a-ba3e-12651dfc3297,"Bonjour, nous sommes heureux d'avoir pu trouver une solution ensemble. La  Redoute vous renouvelle ses excuses. À bientôt, Zineb de l'équipe  Service Client.",0.0516
rev-c2c70e88-2912-4c7b-b245-cf57e4222c6e,"Bonjour, Après vérification, nous sommes ravis d'apprendre que notre service a pu vous apporter une réponse et votre colis est bien livré. La Redoute vous présente ses excuses pour le retard de livraison. A bientôt, Ilham de l'équipe Service Client.",-0.6705
rev-5e1c68c4-2fb1-4f8a-b2d7-bfa6b1b33856,"Bonjour, merci d'avoir pris le temps de partager votre avis. Vos remarques nous aident à nous améliorer ! Ilham de l'équipe Service Client",0.0
rev-11cb53bb-6d38-4f80-b9fc-20938bec3bb3,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante: https://www.laredoute.fr/espace-contact-conseiller.aspx. Loubna de l’équipe Service Client.",0.4404
rev-29ffd8df-cd2f-46a3-b394-7aef10b460b0,"Bonjour, merci pour ce commentaire. Nous transmettons votre demande à l’équipe en charge du
développement et de l’optimisation de l’application Redoute. Ilham de l'équipe Service Client.",0.0
rev-395ef910-1bdb-4f6e-a722-4941d8e1ceb3,"Bonjour, merci d'avoir pris le temps de partager votre avis. Vos remarques ont été partagées, prises en compte par l'équipe et nous aident à nous améliorer ! Nous vous remercions et restons à votre disposition. A très vite ! Ilham de l'équipe Service Client",0.0
rev-e873cd6a-cdd1-4907-8e10-40b7154ef4ad,"Bonjour, nous sommes heureux d'avoir pu trouver une solution ensemble. La  Redoute vous renouvelle ses excuses. À bientôt, Zineb de l'équipe  Service Client.",0.0516
rev-dcf02ea3-7eaa-48f2-9ae4-750d2b1a0465,"Bonjour, merci d'avoir pris le temps de partager votre avis, et sommes désolés pour le désagrément causé par notre transporteur. Vos remarques nous aident à nous améliorer ! Ilham de l'équipe Service Client.",0.0
rev-1cb75a08-775f-47f8-b863-39f9927d0991,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. Nous sommes très attentifs d’assurer la satisfaction de nos clients, et nous nous excusons pour la manière dont nous aurions pu vous décevoir. Nous prenons cette remarque au sérieux, afin que nous puissions améliorer notre service. Loubna de l'équipe Service Client.",0.5739
rev-9d0b5460-069c-4e5e-986f-d228563705da,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.",0.4404
rev-f4cb87a6-5e57-4941-848e-283c17c9b375,"Bonjour,  nous sommes navrés que nos services ne vous aient pas donné entière  satisfaction. Nous avons tenté de vous contacter et renouvellerons notre  appel pour trouver une solution. À bientôt, Zineb de l’équipe Service  Client.",0.6369
rev-da7e06e6-f7d4-423d-8cd8-f18b39a80f2e,"Bonjour, nous sommes heureux d'avoir pu trouver une solution ensemble. La  Redoute vous renouvelle ses excuses. À bientôt, Zineb de l'équipe  Service Client.",0.0516
rev-cf33e039-ae7f-4ee8-9a1e-dd3946e282f7,"Bonjour, nous sommes heureux d'avoir pu trouver une solution ensemble. La Redoute vous renouvelle ses excuses. À bientôt, Loubna de l'équipe Service Client.",0.0516
rev-7529c584-01a1-42bd-9e5a-10b3a231f7a1,"Bonjour, Après vérification, nous sommes ravis d'apprendre que notre service expert a pu vous apporter une solution et votre dossier a bien été traité. La Redoute vous présente ses excuses. A bientôt, Ilham de l'équipe Service Client.",0.0516
rev-cd35a74a-5a00-4b0e-ac2a-43ba66d9749a,"
Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.",0.4404
rev-9c5fee0e-8c6f-4217-8b20-02e81ccde837,"Bonjour,  nous vous remercions pour votre commentaire. Après vérification, je  vous confirme que votre demande a été traitée par notre service client en date du 03/08 . Restant à votre entière disposition. Zineb de l'équipe Service  Client.",0.0
rev-5744872e-ae6e-49cc-b5b7-7486844fc7b3,"Bonjour, nous sommes navrés que nos services ne vous aient pas donné entière satisfaction. Après vérification, j'ai constaté que votre retour a bien été traité. Bonne journée, Loubna de l'équipe Service Client.",0.4404
rev-f2b1de89-331a-4a58-af46-9032bbc7b5b9,"Bonjour, merci d'avoir pris le temps de partager votre avis. Après vérification, nous sommes ravis d'apprendre que Votre commande a bien été livrée. La Redoute vous présente ses excuses pour le retard de livraison . A bientôt, Ilham de l'équipe Service Client.",-0.5267
rev-0b8d594c-4c1f-41fd-99ea-c70bf05b544f,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. Nous sommes très attentifs d’assurer la satisfaction de nos clients, et nous nous excusons pour la manière dont nous aurions pu vous décevoir. Nous prenons vos remarques au sérieux et nous allons examiner la situation plus en profondeur, afin que nous puissions améliorer notre service. Loubna de l'équipe Service Client.",0.5739
rev-c46fc726-3dce-44f1-ba18-be83c7567399,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante: https://www.laredoute.fr/espace-contact-conseiller.aspx. Loubna de l’équipe Service Client.",0.4404
rev-1cc983fd-f16b-4b8b-9474-6476fa2464e9,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. La  Redoute ayant à cœur de répondre au mieux aux attentes de ses clients,  nous ferons remonter votre commentaire afin d'améliorer nos services. Zineb de l'équipe Service Client.

",0.0
rev-77125f55-27e2-430a-bd59-1263b0800d0c,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.",0.4404
rev-8fae2582-d41d-436f-9b40-cd907ba2ef14,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante :
https://www.laredoute.fr/espace-contact-conseiller.aspx
Ilham de l’équipe Service Client",0.4404
rev-cd947edb-42f5-41a4-a066-17ba3aa1ec03,"Bonjour, nous sommes navrés que nos services ne vous aient pas donné entière satisfaction. Après vérification, j'ai constaté que notre service a répondu à votre demande le 27/07/2023. Bonne journée, Loubna de l'équipe Service Client.",0.4404
rev-2621f541-fe67-44e8-baa6-3531ce5bde95,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. La Redoute ayant à cœur de répondre au mieux aux attentes de ses clients, nous ferons remonter votre commentaire afin d'améliorer nos services. Nous nous excusons de nouveau pour ce désagrément. Ilham de l'équipe Service Client",0.0
rev-f7851fd4-6923-4654-987b-fc7e00371e1d,"Bonjour,  ravi d'avoir pu vous joindre et sommes désolés pour le désagrément rencontré. Vos remarques nous aident à nous améliorer ! Zineb de  l'équipe Service Client.",-0.3382
rev-992c06c9-e258-4e89-a96c-ae16ca910cf7,"Bonjour, merci d'avoir pris le temps de partager votre avis. Vos remarques ont été partagées, prises en compte par l'équipe et nous aident à nous améliorer ! Nous vous remercions et restons à votre disposition. A très vite ! Ilham de l'équipe Service Client",0.0
rev-c6a12cb4-32c1-44e1-8442-99401b466b28,"Bonjour, merci d'avoir pris le temps de partager votre avis, et sommes désolés pour le désagrément causé par notre transporteur. Vos remarques nous aident à nous améliorer ! Zineb de l'équipe Service Client.

",0.0
rev-51f98c07-4a94-4693-bddf-a92f1e6ca1e1,"Bonjour, merci d'avoir pris le temps de partager votre avis, et sommes désolés pour le désagrément causé par notre transporteur. Vos remarques nous aident à nous améliorer ! Zineb de l'équipe Service Client.",0.0
rev-e132c43b-5596-4f75-9ffa-e7e6faa83535,"Bonjour, nous sommes heureux d'avoir pu trouver une solution ensemble. La  Redoute vous renouvelle ses excuses. À bientôt, Zineb de l'équipe  Service Client.
",0.0516
rev-13616462-8726-41fc-a27e-a07abc907277,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.",0.4404
rev-cb2d8403-5dc8-4bbf-8074-2624d64a1319,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante :
https://www.laredoute.fr/espace-contact-conseiller.aspx
Ilham de l’équipe Service Client.",0.4404
rev-e671398c-ee32-4e83-907d-c243d772ffdd,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.",0.4404
rev-1ddeca95-1819-43c1-8420-45074c6edd69,"Bonjour, merci d'avoir pris le temps de partager votre avis, et sommes désolés pour le désagrément causé par notre transporteur. Vos remarques nous aident à nous améliorer ! Ilham de l'équipe Service Client.",0.0
rev-947ce698-1575-43ec-ad28-16cc31b9f5fe,"Bonjour, ravie d'avoir pu vous joindre pour vous apporter une solution. Nous nous excusons de nouveau
pour ce désagrément. A très bientôt à La Redoute ! Ilham de l’équipe Service Client.",0.126
rev-9510d2cd-53b7-45dd-a389-a473f5bb8e26,"Bonjour, merci d'avoir pris le temps de nous partager votre avis. Nous sommes très attentifs d’assurer la satisfaction de nos clients, et nous nous excusons pour la manière dont nous aurions pu vous décevoir. Nous prenons cette remarque au sérieux, afin que nous puissions améliorer notre service. Soukaina de l'équipe Service Client.",0.5739
rev-1adb04e4-a96e-43ba-b348-86c3ce811bfe,"Bonjour, nous sommes ravis d'apprendre que notre service expert a pu vous apporter une solution. Après vérification, j'ai constaté que votre commande est livrée le 11/08/2023. A bientôt, Soukaina de l'équipe Service Client.",0.0516
rev-2c9af7ec-92ef-49c4-bf6b-e8caf8a668e2,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante: https://www.laredoute.fr/espace-contact-conseiller.aspx. Loubna de l’équipe Service Client.",0.4404
rev-6f0f5bc2-6f5c-4032-89ee-25135eb33228,"Bonjour, ravie d'avoir pu vous joindre pour échanger sur le sujet. Nous nous excusons de nouveau pour ce désagrément. À très bientôt à La Redoute ! Loubna de l'équipe Service Client.",-0.3382
rev-e6a01b2e-48e5-4667-952c-4ee7e398d183,"Bonjour, merci d'avoir pris le temps de partager votre avis. Vos remarques nous aident à nous améliorer ! Ilham de l'équipe Service Client",0.0
rev-c2ae1829-0338-48c4-bf99-b7735dc727a1,"Bonjour,  ravi d'avoir pu vous joindre et sommes désolés pour le désagrément rencontré. Vos remarques nous aident à nous améliorer ! Zineb de  l'équipe Service Client.

",-0.3382
rev-3710a81d-87be-41e4-b8ab-455a130940b0,"Bonjour,  nous vous remercions pour votre commentaire. Après vérification, je  vous confirme que votre demande a été traitée par notre service client en date du 19/07/2023 . Restant à votre entière disposition. Zineb de l'équipe Service  Client.",0.0
rev-d7b7e617-03fe-478a-80cc-84ec1ee8a8c3,"Bonjour, nous vous remercions pour votre commentaire. Après vérification, j  vous confirme que votre demande a été traitée par notre service client en date du 17/08. Restant à votre entière disposition. Zineb de l'équipe Service Client.",0.0
rev-d5051a64-ae3c-4b45-9759-f535c5aab533,"Bonjour, nous avons tenté de vous joindre sans succès. Afin de trouver une solution ensemble, je vous invite à vous rendre dans la rubrique Contact du site (qui se trouve dans notre footer ou via notre moteur de recherche) ou en copiant/collant dans votre navigateur l’adresse URL suivante: https://www.laredoute.fr/espace-contact-conseiller.aspx. Loubna de l’équipe Service Client.",0.4404
rev-c6e2bc36-f4c5-476c-b91c-fdf20bd140a3,"Bonjour, merci d'avoir pris le temps de partager votre avis, et sommes désolés pour le désagrément causé par notre transporteur. Vos remarques nous aident à nous améliorer ! Soukaina de l'équipe Service Client.",0.0
rev-4ee67049-c4d8-4499-afb4-329d94986ced,"Bonjour, merci d'avoir pris le temps de partager votre avis. Vos remarques nous aident à nous améliorer ! Ilham de l'équipe Service Client",0.0
rev-1058c61c-abc9-4647-9f0b-caf6542e74d1,"Bonjour,  ravi d'avoir pu vous joindre et sommes désolés pour le désagrément rencontré. Vos remarques nous aident à nous améliorer ! Zineb de  l'équipe Service Client.",-0.3382
rev-57230d93-57d3-47a5-8ccc-4e2096db11b6,"Bonjour,  nous avons tenté de vous joindre sans succès. Afin de trouver une  solution ensemble, je vous invite à vous rendre dans la rubrique Contact  du site (qui se trouve dans notre footer ou via notre moteur de  recherche) ou en copiant/collant dans votre navigateur l’adresse URL  suivante : https://www.laredoute.fr/espace-contact-conseiller.aspx. Zineb de l’équipe Service Client.",0.4404
rev-28097831-e076-4840-a434-b3588fb8f645,"Bonjour, ravi d'avoir pu vous joindre et sommes désolés pour le désagrément rencontré. Vos remarques nous aident à nous améliorer ! Soukaina de l'équipe Service Client.",-0.3382
rev-a1797733-d133-4531-a4b4-bff99703b5bd,"Bonjour, Après vérification, nous sommes ravis d'apprendre que notre service expert a pu vous apporter une réponse. La Redoute vous présente ses excuses. A bientôt, Ilham de l'équipe Service Client.",-0.2732
rev-5e41032c-3ed4-468a-b0c1-24a7e78d0b52,"Bonjour, ravie d'avoir pu vous joindre pour échanger sur le sujet. Nous nous excusons de nouveau pour ce désagrément. À très bientôt à La Redoute ! Loubna de l'équipe Service Client.",-0.3382
rev-5612a865-9235-44f2-bcb1-0796bb7645ea,"Bonjour, merci pour vos encouragements. Vos remarques ont été partagées, prises en compte par l'équipe et nous aident à nous améliorer ! Nous vous remercions et restons à votre disposition. A très vite ! Ilham de l'équipe Service Client",0.5696
