,model,accuracy,balanced_accuracy,f1,f1_macro,f1_weighted,recall_0,recall_macro,recall_weighted,precision_0,precision_macro,precision_weighted,time_train,time_predict
0,GRU_1,0.9438120722770691,0.8680099266197595,0.9577291717866797,0.8352919648582815,0.9294542555337204,0.7922077922077922,0.8680099266197595,0.9263067694944301,0.6479514415781487,0.8100071500731851,0.934638682527594,349.52949595451355,4.928765058517456
