,model,accuracy,balanced_accuracy,f1,f1_macro,f1_weighted,recall_0,recall_macro,recall_weighted,precision_0,precision_macro,precision_weighted,time_train,time_predict
0,GRU_0,0.9203606247901917,0.8774665609053762,0.9475312620858579,0.8178269337249213,0.9167297045232077,0.8345724907063197,0.8774665609053762,0.9101743544471419,0.5853976531942634,0.7808762973729022,0.9299336170897852,165.48706722259521,3.000584125518799
